crop,seed,model,percent,year,rmse
maize,45,lightgbm,10,2013,0.8206682931474969
maize,45,lightgbm,10,2014,0.7345030746910912
maize,45,lightgbm,10,2015,1.5663841382686607
maize,45,lightgbm,10,2016,0.6697582487739454
maize,48,lightgbm,10,2010,0.6919454722962411
maize,48,lightgbm,10,2011,0.815356027533262
maize,48,lightgbm,10,2012,1.065370532388929
maize,48,lightgbm,10,2013,0.8303976163064904
maize,48,lightgbm,10,2014,0.7373246226524611
maize,48,lightgbm,10,2015,1.5975777013311083
maize,48,lightgbm,10,2016,0.6774383064629177
maize,42,random_forest,10,2010,0.7222621528463319
maize,42,random_forest,10,2011,0.8066552431695952
maize,42,random_forest,10,2012,1.0708653468403209
maize,42,random_forest,10,2013,0.8405055930784004
maize,42,random_forest,10,2014,0.7766875085069673
maize,42,random_forest,10,2015,1.5713419880882316
maize,42,random_forest,10,2016,0.7284149972730714
maize,45,random_forest,10,2010,0.7214542445518843
maize,45,random_forest,10,2011,0.8058555652430653
maize,45,random_forest,10,2012,1.0737802899755355
maize,45,random_forest,10,2013,0.8372564656223175
maize,45,random_forest,10,2014,0.7766232850050445
maize,45,random_forest,10,2015,1.577592144298139
maize,45,random_forest,10,2016,0.7228163720412536
maize,48,random_forest,10,2010,0.7198908506143745
maize,48,random_forest,10,2011,0.8052728513056643
maize,48,random_forest,10,2012,1.0732198096303447
maize,48,random_forest,10,2013,0.8396568791796056
maize,48,random_forest,10,2014,0.7728629677281011
maize,48,random_forest,10,2015,1.573643726970507
maize,48,random_forest,10,2016,0.7294478347462702
maize,42,lightgbm,30,2010,0.6891385943158514
maize,42,lightgbm,30,2011,0.8001337217457567
maize,42,lightgbm,30,2012,1.0863519411585951
maize,42,lightgbm,30,2013,0.8119789958425901
maize,42,lightgbm,30,2014,0.7288120717377331
maize,42,lightgbm,30,2015,1.550810760263189
maize,42,lightgbm,30,2016,0.6747579708312731
maize,45,lightgbm,30,2010,0.6890405960768337
